products_id	products_name	products_description	products_price	products_pricerange	products_quantity	products_quantityunit	products_materials	products_deadline	products_save	products_capacity	products_capacityunit	makers_id	categorys_id	subcategorys_id	citys_id	products_taste	products_scene	products_star	products_text	products_eyecatch	products_photo2	products_photo3	products_local	products_recommend	register_time	register_person	products_show
61	純情梅酒　蔵出原酒（甘口）	芳醇で濃い香りと対照に、 口当たりと飲み心地はまろやかです。	500,1500,2500	1	100,300,500	ml	自家栽培梅「月世界」	開栓後はお早めにお飲みください。	1			29	1	1	5	4	1			./img/img_products/61/61-1.jpg			TRUE	FALSE	2020-12-14 0:00:00	Admin	TRUE
62	ほたるの宿　蔵出原酒（辛口）	度数は高め、お酒の好きな方に おすすめの大人の梅酒です。	500,1500,2500	1	100,300,500	ml	自家栽培梅「月世界」	開栓後はお早めにお飲みください。	1			29	1	1	5	4	2			./img/img_products/62/62-1.jpg			TRUE	FALSE	2020-12-14 0:00:00	Admin	TRUE
63	プレミアム梅酒 治三郎	長期熟成　甘くない大人のプレミアム梅酒  「梅酒は甘い」を覆すお酒好きへの逸品。 糖度をおさえ、梅の旨味を引き立てた味わいがクセになります。 小さなグラスに氷を浮かべて、大人のひとときをゆっくりとお楽しみください。	4000	5	720	ml	自家栽培梅「月世界」	開栓後はお早めにお飲みください。	1			29	1	1	5	4	1			./img/img_products/63/63-1.jpg			TRUE	FALSE	2020-12-14 0:00:00	Admin	TRUE
64	御殿桜　純米大吟醸酒	徳島県産山田錦とLED夢酵母を使い、フルーティな香りの純米大吟醸酒です。  とくしま特選ブランド認定商品。	2750,5500	5	720,1800	ml	米（国産）、米こうじ（国産）	開栓後はお早めにお飲みください。	1			30	1	2	1	4	3			./img/img_products/64/64-1.jpg	./img/img_products/64/64-2.jpg		FALSE	FALSE	2020-12-14 0:00:00	Admin	TRUE
65	阿波黒蜜梅酒	徳島県神山産の鴬宿梅を、約1年漬込み、阿波三盆糖黒蜜を入れております。梅の酸味が鮮やかで、黒蜜のコクを感じるおいしい梅酒です。 梅の成分と黒蜜が濃く、アルコールも高いため、ロックやソーダ・水で割ると飲みやすくなります。	1100,3080	3	500,1800	ml	梅（徳島県産）、醸造アルコール、氷砂糖、清酒、阿波三盆糖黒蜜	開栓後はお早めにお飲みください。	1			30	1	1	1	4	5			./img/img_products/65/65-1.jpg	./img/img_products/65/65-2.jpg		TRUE	FALSE	2020-12-14 0:00:00	Admin	TRUE
66	御殿桜　酒屋が造った黒米甘酒	砂糖を使わずに、お米と麹を糖化させることで、天然の甘味を引き出して造った甘酒です。  黒米（古代米）を使うことでポリフェノールで紫色になっています。 ※黒米は玄米を使用してます。 飲む点滴と呼ばれる甘酒は、手軽に栄養が補えるようなブドウ糖・ビタミンB郡・必須アミノ酸などの栄養素がたくさん含まれています。食欲がないときや時間がなくて食事が摂れないときにもおすすめです。 季節に応じて、温めたり冷やして、お召し上がりください。  ※ノンアルコールですので、お子様にも安心してお楽しみ頂けます。	756	2	1000	g	米（国産）、米こうじ（国産米）、黒米（国産	製造日より3ヶ月（開封後はなるべく早めにお召し上がりください）	2			30	2	7	1	4	5			./img/img_products/66/66-1.jpg	./img/img_products/66/66-2.jpg		FALSE	FALSE	2020-12-14 0:00:00	Admin	TRUE
67	芳水上撰特別本醸造	芳水の定番酒。 辛口でしっかりした味があり、キレもよし。 料理との相性も良く呑み飽きせずにグイグイいけます。晩酌に…	235,389,863,1977	1	180,300,720,1800	ml	新潟こしいぶき・福井五百万石	開栓後はお早めにお飲みください。	1			33	1	2	21	4	3			./img/img_products/67/67-1.jpg	./img/img_products/67/67-2.jpg	./img/img_products/67/67-3.jpg	FALSE	FALSE	2020-12-14 0:00:00	Admin	TRUE
68	芳水にごり酒	淡麗で香り高く後味スッキリの超辛口にごり酒。 中華料理や焼肉との相性は抜群！ そのままか冷やして、またはオンザロックで……	385,880,1760	1	300,720,1800	ml	徳島キヌヒカリ	開栓後はお早めにお飲みください。	1			33	1	2	21	4	5			./img/img_products/68/68-1.jpg	./img/img_products/68/68-2.jpg	./img/img_products/68/68-3.jpg	FALSE	FALSE	2020-12-14 0:00:00	Admin	TRUE
69	芳水特撰仕込純米大吟醸	厳選された上質素材・熟練の技で　極寒期に低温でじっくり醸し出した特別仕込純米大吟醸。 上品な吟醸香・純米のもつｺｸと旨みのﾊﾞﾗﾝｽの良さは絶品です。	5500,11000	5	720,1800	ml	兵庫山田錦	開栓後はお早めにお飲みください。	1			33	1	2	21	4	3			./img/img_products/69/69-1.jpg	./img/img_products/69/69-2.jpg		FALSE	FALSE	2020-12-14 0:00:00	Admin	TRUE
70	純米大吟醸　花珠	【花珠】ーはなだまー精米歩合50%  何もないところに花は咲きません。種をまいて水をあげて世話をすると花を咲かせます。日々努力を続けて立派な花を咲かせてほしい。それと共に、コブシの花言葉は「友情・友愛・歓迎・信頼」と「人との繋がり」を連想する花言葉となっております。「花を咲かせた後も、人との繋がりを大事にして、新たにまた花を咲かせてほしい」そんな思いを込めて命名しました。	2750,5500	5	720,1800	ml	米(徳島県産)、米麹(徳島県産米)	開栓後はお早めにお飲みください。	1			31	1	2	21	4	3			./img/img_products/70/70-1.jpg			FALSE	FALSE	2020-12-14 0:00:00	Admin	TRUE
71	純米大吟醸　天珠	【天珠】ーてんじゅー精米歩合40% 天は限りなく広がっております。「限りない成長」を人と共に分かちあって欲しい。それと共にネモフィラの花言葉が「限りない成功」となっております。１つ１つの花は小さく地味かもしれません。しかし、集まることで淡くきれいな花が天に届くように上を向いて広がっております。「１つ１つの小さい努力や過程を大切にすると、最後には限りない成功と成長が待っている」そんな思いを込めて命名しました。	5500,11000	5	720,1800	ml	米(徳島県産)、米麹(徳島県産米)	開栓後はお早めにお飲みください。	1			31	1	2	21	4	3			./img/img_products/71/71-1.jpg			FALSE	FALSE	2020-12-14 0:00:00	Admin	TRUE
72	純米大吟醸　至純天珠	【至純天珠】ーしじゅんてんじゅー精米度22%  優柔不断さを壊し集中力・決断力をつけ商売やビジネス・仕事が好調になり、売り上げや業績が良くなると言われています。また、描かれている青いバラは存在しなかったため花言葉は「不可能」でした。しかし2002年、日本の研究者たちが世界初の青いバラを誕生させました。その後、花言葉は「夢叶う」となりました。「不可能を可能に、夢を叶えて成功してほしい」そんな思いを込めて命名しました。	11000,22000	5	720,1800	ml	米(徳島県産)、米麹(徳島県産米)	開栓後はお早めにお飲みください。	1			31	1	2	21	4	3			./img/img_products/72/72-1.jpg			FALSE	FALSE	2020-12-14 0:00:00	Admin	TRUE
73	すだちジャム	徳島県名西郡神山町産のスダチを使っています。さっぱりとした甘さと、 爽やかなスダチの香りをお楽しみください。スダチは徳島県を代表する特産物の一つです。柑橘類の中でもスダチはユズ やダイダイ 、カボス、 レモン、シークヮーサー、ライムなどの爽やか系の匂いが特徴。	724	2	1	個	すだち（徳島県神山町産）・グラニュー糖	6ヶ月(お早めに)	2	125	ｇ	37	3	11	1	1	1			./img/img_products/73/73-1.jpg	./img/img_products/73/73-2.jpg	./img/img_products/73/73-3.jpg	TRUE	TRUE	2020-12-14 0:00:00	Admin	TRUE
74	さつまいも＆栗ジャム	鳴門金時と 愛媛県産の栗を使用。 さつまいもの滑らかさと 栗のつぶつぶがやみつきに!!	864	2	1	個	さつまいも（徳島県産）・グラニュー糖・栗（愛媛県産）	6ヶ月(お早めに)	2	120	g	37	3	11	1	1	6			./img/img_products/74/74-1.jpg	./img/img_products/74/74-2.jpg		TRUE	FALSE	2020-12-14 0:00:00	Admin	TRUE
75	バニラりんごジャム	りんごは甘味と酸味のバランスが良い「ふじりんご」を使用しています。 黒いつぶつぶはバニラビーンズです。 たっぷり入ったバニラビーンズと リンゴの優しい甘い香りをお楽しみください。 一度食べるとやみつきになります。	724	2	1	個	りんご・グラニュー糖・レモン果汁・バニラビーンズ　	6ヶ月(お早めに)	2	120	g	37	3	11	1	1	6			./img/img_products/75/75-1.jpg	./img/img_products/75/75-2.jpg		FALSE	FALSE	2020-12-14 0:00:00	Admin	TRUE
76	すだちマーマレード	天然の緑色があざやかな、甘さ控えめのすだちマーマレード。寒天でつくったお腹にやさしいジャム。朝食に、おやつに、ふかふかブレッドと相性抜群。	864	2	1	個	はちみつ、かんきつ類(すだち、ゆず)、還元麦芽糖水飴、乳糖果糖オリゴ糖、マンナン、寒天、トレハロース、酸味料、加工でん粉	製造日より1年	2	400	g	36	3	11	5	1	2			./img/img_products/76/76-1.jpg			TRUE	FALSE	2020-12-14 0:00:00	Admin	TRUE
77	すだちバーモント	すだちは緑色をした直系3cmから4cm位の実です。露地ものは例年8月終わりから収穫が始まります。よくゆずやカボスと混同されますが、すだちの香りはとてもさわやかでなんともいえません。果汁はさわやかな香りと酸味があり、お料理やお酒に華やかさを添えます。また、皮をすって焼き魚などにそえるとよりいっそうおいしくお召し上がりいただけます。蜂蜜等を加え、冷たいお水やお湯、牛乳で割ってお召し上がりいただくと、さらに手軽にすだちをお楽しみいただけます。	2592	5	1	本	すだち、はちみつ、エリスリトール、りんご酢、乳糖果糖オリゴ糖、みつばち花粉、ローヤルゼリー、イチョウ葉エキス、甘味料(ステビア)	製造日より1年	2	1000	ml	36	3	11	5	1	3			./img/img_products/77/77-1.jpg			TRUE	FALSE	2020-12-14 0:00:00	Admin	TRUE
78	すだち塩だれ	かけると野菜がもっと美味しく すだちの香りが広がり食欲をそそります。シンプルな塩味に食欲をそそるにんにくの香り、ハーブのように色鮮やかなすだちの皮の緑。「平成23年度優良ふるさと食品中央コンクール」(財)食品産業センター会長賞を受賞	410	1	1	本	すだち、はちみつ、砂糖、食塩、たんぱく加水分解物、にんにく、醸造酢、寒天、ごま、コンソメ(食塩、チキンエキス、乳糖、その他)、香辛料、加工でん粉(原材料の一部に小麦、乳成分、鶏を含む)	製造日より1年間	2	200	ml	36	6	17	5	2	3			./img/img_products/78/78-1.jpg			TRUE	FALSE	2020-12-14 0:00:00	Admin	TRUE
79	れんこんパウダー	“徳島産”の「れんこん」のみを使用し、『ムチン』などの栄養成分を損なわないよう低温でしっかり乾燥させパウダーにしました。お湯に溶かして飲んだり、味噌汁に入れたり、サラダ・ヨーグルトにかけたり、普段の食事に簡単に取り入れることができます。＊「れんこん」のねばねば成分『ムチン』＊腸の粘膜を強化する効果があり腸の働きを高めることで免疫力が高まり 「感染症予防」「がん予防」になるとテレビの情報番組でも紹介されました。他、「風邪予防」「ぜんそく」「花粉症」「アトピー」に効果があると報告されています。	880,1430	2	50,100	g	れんこん(徳島産)	製造日より1年	1	50,		35	3	11	2	4	3			./img/img_products/79/79-1.jpg	./img/img_products/79/79-2.jpg	./img/img_products/79/79-3.jpg	TRUE	FALSE	2020-12-14 0:00:00	Admin	TRUE
80	ピリ辛れんこん	れんこんをピリッと甘辛く仕上げました。	540	2	180	ｇ	れんこん(徳島県産)、還元水飴、砂糖、醤油、醗酵調味料、かつお節調味液、ごま、食塩、魚醬(魚介類)、ごま油、唐辛子／調味液(アミノ酸等)、酸化防止剤(V.C)、(一部に小麦・大豆・ごま・魚醬(魚介類)を含む)	パッケージに記載	2	180	ｇ	35	6	16	2	3	3			./img/img_products/80/80-1.jpg			TRUE	FALSE	2020-12-14 0:00:00	Admin	TRUE
81	れんこんチップス（うす塩味）	スライスしたれんこんを、風味をそこなわないように、弊社独自の製法で味をつけてあります。あっさりとした塩味で、パリパリッとした食感があとをひくおいしさです。れんこんは食物繊維・タンニン・カリウム・鉄等のミネラルを多く含んでおり、栄養価も満点！小さなお子様からお年寄りまで好まれる薄味のれんこんチップスはおやつや、ビールのおつまみにも最適です。ヘルシーなおやつやおつまみとしてそのままお楽しみいただくのはもちろん、サラダや肉料理や魚料理のつけあわせなど、さまざまな料理に使っていただいてもおいしく味わえます。うす塩味、コンソメ味、ガーリック味、ハバネロ味、わさび味、のり塩味。	572	2	40	ｇ	【うす塩】れんこん/植物油（パーム/コーン）/食塩	4ヶ月	1			35	5	23	2	2	4			./img/img_products/81/81-1.jpg	./img/img_products/81/81-2.jpg	./img/img_products/81/81-3.jpg	TRUE	FALSE	2020-12-14 0:00:00	Admin	TRUE
