products_id	products_name	products_description	products_price	products_pricerange	products_quantity	products_quantityunit	products_materials	products_deadline	products_save	products_capacity	products_capacityunit	makers_id	categorys_id	subcategorys_id	citys_id	products_taste	products_scene	products_star	products_text	products_eyecatch	products_photo2	products_photo3	products_local	products_recommend	register_time	register_person	products_show
41	竹ちくわ(谷ちくわ商店)	天然の竹を使い、丁寧に焼き上げました。 しっかりした食感とほのかな竹の薫りが特徴です。 スダチを絞って、竹つきのままかじるのが最高です。	760,950	2	8,10	本	魚肉(たら、いとより鯛、その他)、でんぷん、発酵調味料、食塩、砂糖、卵白、調味料(アミノ酸等)、保存料(ソルビン酸)、甘味料(ステビア)、原材料の一部に小麦、乳、大豆を含む、澱粉含有率 7％以下	製造日より7日	2			16	6	16	3	4	5			./img/img_products/41/41-1.jpg			FALSE	FALSE	2020-12-14 0:00:00	Admin	TRUE
42	大野海苔　卓上のり	上質の海苔を産することで知られる有明海、その中でも優良な浜の上級品だけを厳選いたしました。香り良く焼きあげたその海苔に、甘・辛・ピリの三拍子そろった味付。良い海苔だけが持つ、歯切れの良さ、心地良い香味がお楽しみいただけます。 食べ応えのある大判８切サイズにカットして使い勝手の良い卓上容器に入っております。 おいしさと使いやすさで人気の、この卓上のりを化粧箱に詰めました。御中元・御歳暮、慶事・仏事、その他各種御贈答に最適です。	529,1004,1469,1955,2430,2894,3380,3845,4640,5568,6960,13920	2	1,2,3,4,5,6,7,8,10,12,15,30	本	乾のり、しょう油（大豆・小麦）、砂糖、干えび、昆布、かつお節、みりん、食塩、香辛料、調味料（アミノ酸等）、甘味料（甘草）	製造より9ヶ月	1			17	6	18	1	2	4			./img/img_products/42/42-1.jpg	./img/img_products/42/42-2.jpg	./img/img_products/42/42-3.jpg	FALSE	TRUE	2020-12-14 0:00:00	Admin	TRUE
43	柚りっ子	徳島県産農薬不使用ゆずと、北海道産の甜菜糖、特製の阿波御膳みそで作った、原材料国産100％・保存料着色料無添加の手作り「ゆずみそ」です。 ゆずの風味たっぷりで、優しい甘さのゆずみそは、ご飯のおともにぴったり！ 様々な食材の味を引き立てる、万能調味料です。	486,497,702,1620	1	120,130,200,500	g	米みそ（米（国産）、大豆（国産）（遺伝子組み換えでない）、食塩（徳島県産））、砂糖（甜菜（北海道産））、ゆず（徳島県産）	製造日から365日	1			18	6	18	1	1	3			./img/img_products/43/43-1.jpg	./img/img_products/43/43-2.jpg	./img/img_products/43/43-3.jpg	TRUE	FALSE	2020-12-14 0:00:00	Admin	TRUE
44	柚りっ子れんこん	徳島県産農薬不使用ゆずと、北海道産の甜菜糖、特製の阿波御膳みそで作った、原材料国産100％・保存料着色料無添加の手作りゆずみそに、徳島県産のれんこんを加えた、贅沢「おかずみそ」です。 ゆずの風味たっぷりで、優しい甘さのゆずみそに、れんこんのカットダイスのシャキシャキした食感が加わり、箸が止まらない逸品となっております。 ご飯のおともにぴったり！ そのまま酒の肴にも。 野菜や豆腐、トーストに添えても。 贈り物にもお慶びいただけます。	594	2	100	ｇ	れんこん(徳島県産)、米みそ＜米(国産)、大豆(国産、遺伝子組み換えでない)食塩(徳島県産)＞、てん菜糖(北海道産)、ゆず(徳島県産) 	製造日より180日	1			18	6	18	1	4	2			./img/img_products/44/44-1.jpg	./img/img_products/44/44-2.jpg	./img/img_products/44/44-3.jpg	TRUE	FALSE	2020-12-14 0:00:00	Admin	TRUE
45	柚子茶木頭ゆず柚茶	徳島県木頭地方の香り高い柚を使用した、純国産の無添加柚茶です。 木頭地方は標高が高く、昼夜の温度差が激しいため、香り豊かな柚が実ります。 砂糖は北海道産甜菜糖の、最高純度ロック氷糖を使用。 シンプル素材の無添加柚茶は、柚の風味を満喫できる逸品です。	756,1296	2	200,400	g	柚子（徳島県産）、甜菜糖（北海道産）	製造日より6か月	1			18	3	11	1	1	1			./img/img_products/45/45-1.jpg	./img/img_products/45/45-2.jpg	./img/img_products/45/45-3.jpg	TRUE	FALSE	2020-12-14 0:00:00	Admin	TRUE
46	金ちゃんラーメン	粘りとコシがしっかりとした食べごたえのある太麺です。あっさりとした飽きの来ない醤油味で、何度も食べたくなる味に仕上げております。	95,475	1	1,5	袋	油揚げめん（小麦粉、ラード、植物油脂、食塩、蛋白加水分解物）、スープ（食塩、粉末しょうゆ、肉エキス（ポーク、チキン）、糖類、香辛料、蛋白加水分解物、ねぎ、植物油脂、魚介エキス）／加工でん粉、調味料（アミノ酸等）、炭酸Ca、かんすい、カラメル色素、増粘多糖類、クチナシ色素、酸味料、酸化防止剤（ビタミンE、ローズマリー抽出物）、カゼインNa、ソルビトール、乳化剤、炭酸Na、香料、（一部に小麦・卵・乳成分・ごま・ゼラチン・大豆・鶏肉・豚肉を含む）	パッケージに記載	1	103	g	20	6	19	1	2	1			./img/img_products/46/46-1.jpg	./img/img_products/46/46-2.jpg		FALSE	FALSE	2020-12-14 0:00:00	Admin	TRUE
47	金ちゃんラーメンカップ	徳島製粉ロングセラー品である袋タイプの金ちゃんラーメンを縦カップで開発。金ちゃんラーメンの粘りとコシのある麺を、さらにのびにくいよう改良。さっぱり醤油味を受け継いだスープは香辛料で味を引き締めており何度食べても飽きのこない味に仕上げた。	157	1	1	個	<鶏しお>油揚げめん（小麦粉（国内製造）、ラード、植物油脂、食塩、蛋白加水分解物）、スープ（肉エキス（チキン、ポーク）、食塩、糖類、香辛料、野菜エキス、昆布エキス、粉末しょうゆ、酵母エキス）、かやく(味付鶏肉、メンマ、ねぎ、唐辛子)／加工でん粉、調味料(アミノ酸等)、炭酸Ca、かんすい、増粘多糖類、着色料（クチナシ、カラメル）、酸化防止剤（ビタミンE）、ビタミンB2、ビタミンB1、香料、(一部に小麦・乳成分・大豆・豚肉・鶏肉・ごまを含む)	パッケージに記載	1	71～76	g	20	6	19	1	2	2			./img/img_products/47/47-1.jpg	./img/img_products/47/47-2.jpg	./img/img_products/47/47-3.jpg	FALSE	TRUE	2020-12-14 0:00:00	Admin	TRUE
48	金ちゃん徳島らーめん	麺は滑らかでコシが強い中細麺。ポークエキスをベースにしたコクのある粉末スープと、しょうゆ味の風味豊かな液体スープにより、濃厚感があるのに脂っこさのこない自慢のスープです。甘辛く味付けを施した柔らかい豚カルビ肉に、歯ごたえの良いシャキシャキとしたメンマ、青ネギを加えた、地元（徳島）ラーメン店の具材をそのまま再現しました。※徳島製粉の徳島ラーメンは濃い目の色の豚骨醤油味に甘辛く煮付けた豚の薄切り肉が特徴です。	475	1	5	袋	油揚げめん（小麦粉(国内製造)、ラード、植物油脂、食塩、しょうゆ、蛋白加水分解物）、スープ（肉エキス(チキン、ポーク)、食塩、粉末しょうゆ、香辛料、糖類、酵母エキス、蛋白加水分解物、昆布粉末、野菜エキス、魚介エキス、植物油脂）／加工でん粉、調味料（アミノ酸等）、着色料（カラメル、クチナシ）、炭酸Ca、かんすい、増粘多糖類、酸味料、ソルビトール、酸化防止剤（ビタミンE）、香料、乳化剤、（一部に小麦・乳成分・大豆・鶏肉・豚肉・ごま・ゼラチンを含む）	パッケージに記載	1	530	g	20	6	19	1	2	2			./img/img_products/48/48-1.jpg			FALSE	FALSE	2020-12-14 0:00:00	Admin	TRUE
49	金ちゃんヌードル	徳島製粉ロングセラー商品 麺には肉エキスを練りこみ、芳ばしさと香りづけを行い、コシがあり強く歯切れのある食感。具材はえび、豚肉、たまご、シイタケ、ねぎ入り。 しょうゆ、しお、カレー、しょうゆとんこつ、辛ラー油味など、様々な味があります。	195	1	1	個	油揚げめん（小麦粉（国内製造）、ラード、植物油脂、食塩、醤油、蛋白加水分解物）、スープ（食塩、粉末醤油、香辛料、糖類、酵母エキス、チキンエキス、ポークエキス、椎茸エキス、魚介エキス、野菜エキス、植物油脂）、かやく（味付えび、味付豚肉、味付卵、ねぎ、味付椎茸）／加工でん粉、調味料（アミノ酸等）、炭酸Ca、かんすい、増粘剤(グァーガム、カゼインNa)、着色料（カラメル、カロチノイド）、トレハロース、pH調整剤、酸化防止剤（ビタミンE、ビタミンC）、酸味料、甘味料（カンゾウ、ステビア）、ビタミンB2、ビタミンB1、（一部に小麦・卵・乳成分・えび・大豆・鶏肉・豚肉・ごまを含む）	パッケージに記載	1	72～85	ｇ	20	6	19	1	2	2			./img/img_products/49/49-1.jpg	./img/img_products/49/49-2.jpg	./img/img_products/49/49-3.jpg	FALSE	TRUE	2020-12-14 0:00:00	Admin	TRUE
50	たらいうどんわかめセット	■2種類の小麦をブレンド　こだわりぬいた伝統の味■         山のせが目指すうどんは、ソフトな弾力と喉越しの良い食感です。 それらを表現するために必要な小麦を創業以来厳選し続けています。土三寒六常五杯とよく言われますが、うどんの麺はコントロールしなければ一定の品質の物は作れません。 熱いと柔らかくなり生地はダレた状態になりやすく、寒いと硬くなりすぎてしまいます。 そこで夏は食塩の量を多くして生地を絞め、冬は食塩の量を減らして生地が硬くならないようにするわけですが、 塩を溶く水の量を変えることで小麦粉への加水量も調節し、いつでも美味しいうどんを作っています。  「混ぜ物のない小麦の薫るうどん」がたらいを「泳ぐ」まで、私たちは徹底した管理のもと、美味しいうどんを作り続けます。  ■素材、醤油にこだわり！天然無添加！厳選素材のだし■ 30年間の歴史の中でお客様の味覚に合うだしになるまで、試行錯誤を続けてきました。素材集めからだしを取るまでの1つ1つの工程を自分たちで行うことにより、山のせの味を作り出しています。 素材は毎年厳選し、その30余年の歴史の中で味を表現できるものを選びます。 また素材だけではなく、調味料の選定にも気を配っています。  通常の醤油は、発酵を早めるためのアミノ酸などを使用しているので、山のせでは本醸造醤油を使用しています。 本醸造醤油は長い時間をかけ大豆のみで発酵、抽出したものです。使われている調味料の素材にまで目を向けることにより、本当に安心してお食事頂ける環境を作っています。 だし抽出の工程では、厳選素材の相乗効果による味や、香り、うま味の引き出し方を研究し、より美味しいものをお客様にお届けいたします。	3230	5	5	食	【うどん】小麦粉・食塩・醸造酢・加工澱粉・粗製海水塩化マグネシウム（にがり） 【つゆ】醤油（小麦を含む）・味醂・砂糖・食塩・酢・風味原料（さば・うるめ・鰹・昆布・干し椎茸） 【わかめ】わかめ・塩	うどん：約4ヶ月 つゆ　：約4ヶ月 わかめ：約半年	2			24	6	19	11	4	2			./img/img_products/50/50-1.jpg	./img/img_products/50/50-2.jpg	./img/img_products/50/50-3.jpg	FALSE	FALSE	2020-12-14 0:00:00	Admin	TRUE
